id_produit,total_demand,demand_days,avg_demand,demand_frequency,Poids(kg),categorie,demand_score,frequency_score,weight,weight_score,priority_score
31376,240,2,120.0,0.0001543448062972681,0.0,MINI DISJONCTEUR,5.826197460314209e-05,0.0003243593902043464,0.0,1.0,0.20017965828748313
31377,10442,59,176.98305084745763,0.004553171785769409,0.0,MINI DISJONCTEUR,0.002545243836114672,0.01881284463185209,0.0,1.0,0.21016999546676046
31378,1201,13,92.38461538461539,0.0010032412409322427,0.0,MINI DISJONCTEUR,0.0002925287427772825,0.003892312682452157,0.0,1.0,0.20203391496405929
31379,241,3,80.33333333333333,0.00023151720944590215,0.0,MINI DISJONCTEUR,5.8505748555456494e-05,0.0006487187804086929,0.0,1.0,0.20034191111477098
31380,60,1,60.0,7.717240314863405e-05,0.0,MINI DISJONCTEUR,1.4382663186549722e-05,0.0,0.0,1.0,0.20000431479895597
31381,1460,14,104.28571428571429,0.0010804136440808766,0.0,MINI DISJONCTEUR,0.00035566619642671266,0.0042166720726565035,0.0,1.0,0.20221503589525627
31382,6082,21,289.6190476190476,0.001620620466121315,0.0,MINI DISJONCTEUR,0.001482389404023879,0.006487187804086929,0.0,1.0,0.20368831072325064
31383,60,1,60.0,7.717240314863405e-05,0.0,MINI DISJONCTEUR,1.4382663186549722e-05,0.0,0.0,1.0,0.20000431479895597
31384,1224,7,174.85714285714286,0.0005402068220404383,0.0,MINI DISJONCTEUR,0.00029813554368051374,0.0019461563412260783,0.0,1.0,0.2010625188337172
31385,1845,11,167.72727272727272,0.0008488964346349745,0.0,MINI DISJONCTEUR,0.0004495191680677574,0.003243593902043464,0.0,1.0,0.20175665270144208
31386,1875,14,133.92857142857142,0.0010804136440808766,0.0,MINI DISJONCTEUR,0.0004568323866371895,0.0042166720726565035,0.0,1.0,0.20224538575231943
31387,7181,75,95.74666666666667,0.005787930236147554,0.0,MINI DISJONCTEUR,0.0017502969776174069,0.024002594875121634,0.0,1.0,0.21252638653084605
31388,22902,156,146.80769230769232,0.012038894891186912,0.0,MINI DISJONCTEUR,0.005582667281952122,0.0502757054816737,0.0,1.0,0.2268126529254225
31389,3481,24,145.04166666666666,0.0018521376755672172,0.0,MINI DISJONCTEUR,0.0008483333540541192,0.007460265974699968,0.0,1.0,0.20398463299356623
31390,1441,17,84.76470588235294,0.0013119308535267788,0.0,MINI DISJONCTEUR,0.000351034491332739,0.0051897502432695424,0.0,1.0,0.2027001854690346
31391,1596,19,84.0,0.001466275659824047,0.0,MINI DISJONCTEUR,0.0003888194539414713,0.005838469023678235,0.0,1.0,0.20303588034802156
31392,720,8,90.0,0.0006173792251890724,0.0,MINI DISJONCTEUR,0.0001752734717140551,0.0022705157314304248,0.0,1.0,0.20118783990722944
31393,1,1,1.0,7.717240314863405e-05,0.0,MINI DISJONCTEUR,0.0,0.0,0.0,1.0,0.2
31394,999,7,142.71428571428572,0.0005402068220404383,0.0,MINI DISJONCTEUR,0.00024328640440977325,0.0019461563412260783,0.0,1.0,0.20104606409193598
31395,472,5,94.4,0.0003858620157431702,0.0,MINI DISJONCTEUR,0.00011481753154008337,0.0012974375608173856,0.0,1.0,0.20068316403987074
31396,352,11,32.0,0.0008488964346349745,0.0,MINI DISJONCTEUR,8.556465726235512e-05,0.003243593902043464,0.0,1.0,0.20164746634820044
31397,300,8,37.5,0.0006173792251890724,0.0,MINI DISJONCTEUR,7.288841174200621e-05,0.0022705157314304248,0.0,1.0,0.20115712438923783
31398,5877,81,72.55555555555556,0.006250964655039358,0.0,MINI DISJONCTEUR,0.0014324157437994266,0.025948751216347713,0.0,1.0,0.21340410033131368
31399,1765,34,51.911764705882355,0.0026238617070535575,0.0,MINI DISJONCTEUR,0.00043001725188260525,0.010703859876743431,0.0,1.0,0.2054809351139365
31400,1560,25,62.4,0.0019293100787158512,0.0,MINI DISJONCTEUR,0.00038004359165815286,0.007784625364904313,0.0,1.0,0.20400632575994962
31401,9979,124,80.4758064516129,0.009569377990430622,0.0,MINI DISJONCTEUR,0.0024323764961931035,0.03989620499513461,0.0,1.0,0.22067781544642526
31402,554,2,277.0,0.0001543448062972681,0.0,MINI DISJONCTEUR,0.00013480699562986434,0.0003243593902043464,0.0,1.0,0.20020262179379114
31403,793,18,44.05555555555556,0.001389103256675413,0.0,CHROME,0.00019306897023300645,0.005514109633473889,0.0,1.0,0.20281497550780686
31404,51,8,6.375,0.0006173792251890724,0.0,CHROME,1.2188697615720104e-05,0.0022705157314304248,0.0,1.0,0.20113891447499993
31405,59,7,8.428571428571429,0.0005402068220404383,0.0,CHROME,1.4138889234235321e-05,0.0019461563412260783,0.0,1.0,0.20097731983738332
31406,35,4,8.75,0.0003086896125945362,0.0,CHROME,8.28831437868967e-06,0.0009730781706130392,0.0,1.0,0.20048902557962014
31407,363,20,18.15,0.0015434480629726809,0.0,CHROME,8.824617073781354e-05,0.006162828413882582,0.0,1.0,0.20310788805816266
31408,56,8,7.0,0.0006173792251890724,0.0,CHROME,1.3407567377292114e-05,0.0022705157314304248,0.0,1.0,0.2011392801359284
31409,8,3,2.6666666666666665,0.00023151720944590215,0.0,CHROME,1.7064176662008144e-06,0.0006487187804086929,0.0,1.0,0.20032487131550422
31410,1,1,1.0,7.717240314863405e-05,0.0,CHROME,0.0,0.0,0.0,1.0,0.2
31411,370,19,19.473684210526315,0.001466275659824047,0.0,CHROME,8.995258840401436e-05,0.005838469023678235,0.0,1.0,0.20294622028836035
31412,62,8,7.75,0.0006173792251890724,0.0,CHROME,1.4870211091178527e-05,0.0022705157314304248,0.0,1.0,0.2011397189290426
31413,85,8,10.625,0.0006173792251890724,0.0,CHROME,2.0477011994409776e-05,0.0022705157314304248,0.0,1.0,0.20114140096931354
31414,2,2,1.0,0.0001543448062972681,0.0,CHROME,2.4377395231440207e-07,0.0003243593902043464,0.0,1.0,0.2001622528272879
31415,763,37,20.62162162162162,0.0028553789164994597,0.0,CHROME,0.00018575575166357436,0.01167693804735647,0.0,1.0,0.2058941957491773
31416,161,20,8.05,0.0015434480629726809,0.0,CHROME,3.900383237030433e-05,0.006162828413882582,0.0,1.0,0.2030931153566524
31417,51,16,3.1875,0.0012347584503781448,0.0,CHROME,1.2188697615720104e-05,0.004865390853065196,0.0,1.0,0.20243635203581734
31418,17,7,2.4285714285714284,0.0005402068220404383,0.0,CHROME,3.900383237030433e-06,0.0019461563412260783,0.0,1.0,0.20097424828558416
31419,284,3,94.66666666666667,0.00023151720944590215,0.0,TABLEAUX DISTRIBUTION,6.898802850497579e-05,0.0006487187804086929,0.0,1.0,0.20034505579875586
31431,1,1,1.0,7.717240314863405e-05,0.0,DPN,0.0,0.0,0.0,1.0,0.2
31434,4,3,1.3333333333333333,0.00023151720944590215,0.0,DISPINA,7.313218569432062e-07,0.0006487187804086929,0.0,1.0,0.20032457878676144
31435,1,1,1.0,7.717240314863405e-05,0.0,DISPINA,0.0,0.0,0.0,1.0,0.2
31436,50,1,50.0,7.717240314863405e-05,0.0,DISPINA,1.1944923663405702e-05,0.0,0.0,1.0,0.20000358347709904
31437,85629,524,163.41412213740458,0.04043833924988424,0.0,DISPINA,0.02087387598877762,0.16963996107687318,0.0,1.0,0.2910821433350699
31438,5871,55,106.74545454545455,0.004244482173174873,0.0,DISPINA,0.0014309531000855401,0.017515407071034706,0.0,1.0,0.20918698946554304
31439,2261,4,565.25,0.0003086896125945362,0.0,DISPINA,0.0005509291322305487,0.0009730781706130392,0.0,1.0,0.2006518178249757
31440,122080,768,158.95833333333334,0.05926840561815095,0.0,DISPINA,0.02975968032458989,0.24878365228673371,0.0,1.0,0.3333197302407438
31441,65638,666,98.55555555555556,0.05139682049699028,0.0,DISPINA,0.016000590908060407,0.2156989944858904,0.0,1.0,0.3126496745153633
31442,14462,271,53.36531365313653,0.020913721253279827,0.0,DISPINA,0.0035252151244185683,0.08757703535517353,0.0,1.0,0.24484608221491233
31443,2245,71,31.619718309859156,0.005479240623553017,0.0,DISPINA,0.0005470287489935182,0.022705157314304246,0.0,1.0,0.2115166872818502
31444,371,3,123.66666666666667,0.00023151720944590215,0.0,DISPINA,9.019636235632877e-05,0.0006487187804086929,0.0,1.0,0.20035141829891126
31445,301,10,30.1,0.0007717240314863404,0.0,DISPINA,7.313218569432061e-05,0.0029192345118391177,0.0,1.0,0.20148155691162786
31446,8169,12,680.75,0.0009260688377836086,0.0,DISPINA,0.001991145642504036,0.0035679532922478106,0.0,1.0,0.20238132033887513
31447,21293,190,112.06842105263158,0.01466275659824047,0.0,DISPINA,0.005190434992678249,0.06130392474862148,0.0,1.0,0.23220909287211422
31448,35,2,17.5,0.0001543448062972681,0.0,DISPINA,8.28831437868967e-06,0.0003243593902043464,0.0,1.0,0.20016466618941578
31449,126452,740,170.88108108108108,0.057107578329989195,0.0,DISPINA,0.030825460044108455,0.239701589361012,0.0,1.0,0.3290984326937385
31450,2584,8,323.0,0.0006173792251890724,0.0,DISPINA,0.0006296681188281006,0.0022705157314304248,0.0,1.0,0.20132415830136366
31451,54683,415,131.76626506024095,0.03202654730668313,0.0,DISPINA,0.013330047260456133,0.13428478754459944,0.0,1.0,0.27114140795043656
31452,1103,12,91.91666666666667,0.0009260688377836086,0.0,DISPINA,0.0002686388954504711,0.0035679532922478106,0.0,1.0,0.20186456831475905
31453,42687,408,104.625,0.03148634048464269,0.0,DISPINA,0.010405734928492567,0.132014271813169,0.0,1.0,0.2691288563851323
31454,25,1,25.0,7.717240314863405e-05,0.0,DISPINA,5.85057485554565e-06,0.0,0.0,1.0,0.20000175517245666
31455,764,10,76.4,0.0007717240314863404,0.0,DISPINA,0.00018599952561588876,0.0029192345118391177,0.0,1.0,0.20151541711360432
31456,15725,129,121.89922480620154,0.009955240006173793,0.0,DISPINA,0.0038331016261916578,0.04151800194615635,0.0,1.0,0.22190893146093568
31457,1,1,1.0,7.717240314863405e-05,0.0,DISPINA,0.0,0.0,0.0,1.0,0.2
31458,1811,35,51.74285714285714,0.0027010341102021917,0.0,DISPINA,0.00044123085368906776,0.011028219266947779,0.0,1.0,0.20564647888958063
31459,244,10,24.4,0.0007717240314863404,0.0,DISPINA,5.92370704123997e-05,0.0029192345118391177,0.0,1.0,0.2014773883770433
31460,5,1,5.0,7.717240314863405e-05,0.0,DISPINA,9.750958092576083e-07,0.0,0.0,1.0,0.2000002925287428
31461,338719,1003,337.70588235294116,0.07740392035807996,0.0,DISPINA,0.08257062558002964,0.32500810898475513,0.0,1.0,0.3872752421663865
31462,69307,482,143.79045643153526,0.03719709831764161,0.0,DISPINA,0.01689499753910195,0.15601686668829062,0.0,1.0,0.2830769326058759
31463,558886,1472,379.6779891304348,0.11359777743478931,0.0,DISPINA,0.1362416053392346,0.47713266299059354,0.0,1.0,0.47943881309706715
31464,23903,260,91.93461538461538,0.020064824818644852,0.0,DISPINA,0.005826685008218839,0.0840090820629257,0.0,1.0,0.24375254653392853
31465,891,8,111.375,0.0006173792251890724,0.0,DISPINA,0.00021695881755981784,0.0022705157314304248,0.0,1.0,0.20120034551098318
31466,7286,100,72.86,0.007717240314863405,0.0,DISPINA,0.0017758932426104191,0.03211157963023029,0.0,1.0,0.2165885577878983
31467,1,1,1.0,7.717240314863405e-05,0.0,DISPINA,0.0,0.0,0.0,1.0,0.2
31468,100,1,100.0,7.717240314863405e-05,0.0,DISPINA,2.4133621279125806e-05,0.0,0.0,1.0,0.20000724008638374
31470,111,4,27.75,0.0003086896125945362,0.0,DISPINA,2.6815134754584227e-05,0.0009730781706130392,0.0,1.0,0.20049458362573291
31471,62,4,15.5,0.0003086896125945362,0.0,DISPINA,1.4870211091178527e-05,0.0009730781706130392,0.0,1.0,0.20049100014863389
31472,10262,140,73.3,0.010804136440808767,0.0,DISPINA,0.0025013645246980795,0.045085955238404155,0.0,1.0,0.22329338697661152
31473,296975,1021,290.8667972575906,0.07879302361475536,0.0,DISPINA,0.07239452571461724,0.3308465780084333,0.0,1.0,0.38714164671860185
31474,2549,19,134.1578947368421,0.001466275659824047,0.0,DISPINA,0.0006211360304970965,0.005838469023678235,0.0,1.0,0.20310557532098825
31475,27426,204,134.44117647058823,0.015743170242321344,0.0,DISPINA,0.006685500642222477,0.06584495621148231,0.0,1.0,0.23492812829840792
31478,2143,13,164.84615384615384,0.0010032412409322427,0.0,DISPINA,0.0005221638058574492,0.003892312682452157,0.0,1.0,0.20210280548298332
31479,35,3,11.666666666666666,0.00023151720944590215,0.0,DISPINA,8.28831437868967e-06,0.0006487187804086929,0.0,1.0,0.20032684588451796
31480,561,18,31.166666666666668,0.001389103256675413,0.0,DISPINA,0.00013651341329606515,0.005514109633473889,0.0,1.0,0.20279800884072577
31482,128917,620,207.93064516129033,0.04784688995215311,0.0,DISPINA,0.03142636283656346,0.20077846253649043,0.0,1.0,0.30981714011921424
31483,2672,14,190.85714285714286,0.0010804136440808766,0.0,DISPINA,0.000651120226631768,0.0042166720726565035,0.0,1.0,0.2023036721043178
31484,220750,514,429.4747081712062,0.0396666152183979,0.0,DISPINA METALIC,0.05381285619945194,0.16639636717482972,0.0,1.0,0.29934204044725043
31485,28770,196,146.78571428571428,0.015125791017132274,0.0,DISPINA METALIC,0.0070131328341330335,0.06325008108984755,0.0,1.0,0.2337289803951637
31486,19526,151,129.3112582781457,0.01165303287544374,0.0,DISPINA METALIC,0.0047596864189387005,0.04865390853065196,0.0,1.0,0.2257548601910076
31487,3358,71,47.29577464788732,0.005479240623553017,0.0,DISPINA METALIC,0.0008183491579194478,0.022705157314304246,0.0,1.0,0.21159808340452796
31488,883,17,51.94117647058823,0.0013119308535267788,0.0,DISPINA METALIC,0.00021500862594130263,0.0051897502432695424,0.0,1.0,0.20265937770941717
31490,12562,110,114.2,0.008488964346349746,0.0,DISPINA METALIC,0.003062044615021204,0.03535517353227376,0.0,1.0,0.21859620015064324
31492,1,1,1.0,7.717240314863405e-05,0.0,DISPINA METALIC,0.0,0.0,0.0,1.0,0.2
31493,544425,855,636.7543859649123,0.06598240469208211,0.0,DISPINA METALIC,0.13271639021481604,0.2770029192345118,0.0,1.0,0.3783163766817007
31494,90731,408,222.3799019607843,0.03148634048464269,0.0,DISPINA METALIC,0.0221176106934857,0.132014271813169,0.0,1.0,0.2726424191146302
31495,50668,281,180.31316725978647,0.021685445284766167,0.0,DISPINA METALIC,0.01235129484191381,0.09082062925721698,0.0,1.0,0.24911570308118264
31496,11577,170,68.1,0.013119308535267788,0.0,DISPINA METALIC,0.002821927271991518,0.054816736944534546,0.0,1.0,0.22825494665386475
31497,1482,25,59.28,0.0019293100787158512,0.0,DISPINA METALIC,0.0003610292233776295,0.007784625364904313,0.0,1.0,0.20400062144946546
31498,81,3,27.0,0.00023151720944590215,0.0,DISPINA METALIC,1.9501916185152167e-05,0.0006487187804086929,0.0,1.0,0.2003302099650599
31499,26667,179,148.9776536312849,0.013813860163605494,0.0,DISPINA METALIC,0.006500476212415846,0.057735971456373665,0.0,1.0,0.2308181285919116
31501,92842,239,388.4602510460251,0.018444204352523537,0.0,DISPINA METALIC,0.0226322175068214,0.07719753486863444,0.0,1.0,0.24538843268636365
31502,18353,107,171.52336448598132,0.008257447136903844,0.0,DISPINA METALIC,0.004473739572873907,0.034382095361660724,0.0,1.0,0.21853316955269253
31503,8728,77,113.35064935064935,0.005942275042444821,0.0,DISPINA METALIC,0.0021274152818477866,0.024651313655530326,0.0,1.0,0.2129638814123195
31504,3821,58,65.87931034482759,0.004475999382620775,0.0,DISPINA METALIC,0.0009312164978410159,0.018488485241647746,0.0,1.0,0.20952360757017618
31505,361,7,51.57142857142857,0.0005402068220404383,0.0,DISPINA METALIC,8.775862283318473e-05,0.0019461563412260783,0.0,1.0,0.200999405757463
31506,1,1,1.0,7.717240314863405e-05,0.0,DISPINA METALIC,0.0,0.0,0.0,1.0,0.2
31507,3791,39,97.2051282051282,0.003009723722796728,0.0,DISPINA METALIC,0.0009239032792715838,0.012325656827765165,0.0,1.0,0.20643999939766408
31508,1,1,1.0,7.717240314863405e-05,0.0,DISPINA METALIC,0.0,0.0,0.0,1.0,0.2
31509,239880,559,429.12343470483006,0.043139373360086435,0.0,DISPINA METALIC,0.058476251907226454,0.18099253973402532,0.0,1.0,0.3080391454391806
31510,40439,249,162.40562248995985,0.01921592838400988,0.0,DISPINA METALIC,0.009857731083689791,0.08044112877067791,0.0,1.0,0.2431778837104459
31511,25498,195,130.75897435897437,0.01504861861398364,0.0,DISPINA METALIC,0.006215504462160309,0.0629257216996432,0.0,1.0,0.2333275121884697
31512,7182,104,69.0576923076923,0.008025929927457941,0.0,DISPINA METALIC,0.0017505407515697213,0.033409017191047684,0.0,1.0,0.21722967082099476
31513,933,20,46.65,0.0015434480629726809,0.0,DISPINA METALIC,0.00022719732355702273,0.006162828413882582,0.0,1.0,0.2031495734040084
31514,1,1,1.0,7.717240314863405e-05,0.0,DISPINA METALIC,0.0,0.0,0.0,1.0,0.2
31515,13184,113,116.67256637168141,0.008720481555795648,0.0,DISPINA METALIC,0.0032136720133607625,0.0363282517028868,0.0,1.0,0.21912822745545163
31516,1,1,1.0,7.717240314863405e-05,0.0,DISPINA METALIC,0.0,0.0,0.0,1.0,0.2
31517,24691,140,176.36428571428573,0.010804136440808767,0.0,EVOLUTION PLUS,0.006018778882642587,0.045085955238404155,0.0,1.0,0.22434861128399486
31518,1431,14,102.21428571428571,0.0010804136440808766,0.0,EVOLUTION PLUS,0.000348596751809595,0.0042166720726565035,0.0,1.0,0.20221291506187114
31519,80,2,40.0,0.0001543448062972681,0.0,EVOLUTION PLUS,1.9258142232837766e-05,0.0003243593902043464,0.0,1.0,0.20016795713777202
31520,1131,16,70.6875,0.0012347584503781448,0.0,EVOLUTION PLUS,0.00027546456611527435,0.004865390853065196,0.0,1.0,0.20251533479636719
31521,498,7,71.14285714285714,0.0005402068220404383,0.0,EVOLUTION PLUS,0.00012115565430025783,0.0019461563412260783,0.0,1.0,0.20100942486690312
31522,857,8,107.125,0.0006173792251890724,0.0,EVOLUTION PLUS,0.00020867050318112816,0.0022705157314304248,0.0,1.0,0.20119785901666956
31523,1182,12,98.5,0.0009260688377836086,0.0,EVOLUTION PLUS,0.00028789703768330885,0.0035679532922478106,0.0,1.0,0.2018703457574289
31524,1566,14,111.85714285714286,0.0010804136440808766,0.0,EVOLUTION PLUS,0.0003815062353720393,0.0042166720726565035,0.0,1.0,0.20222278790693987
31525,1476,19,77.6842105263158,0.001466275659824047,0.0,EVOLUTION PLUS,0.0003595665796637431,0.005838469023678235,0.0,1.0,0.20302710448573824
31526,561,4,140.25,0.0003086896125945362,0.0,EVOLUTION PLUS,0.00013651341329606515,0.0009730781706130392,0.0,1.0,0.20052749310929535
31527,210,2,105.0,0.0001543448062972681,0.0,EVOLUTION PLUS,5.094875603371003e-05,0.0003243593902043464,0.0,1.0,0.2001774643219123
31528,19007,96,197.98958333333334,0.007408550702268869,0.0,EVOLUTION PLUS,0.004633167737687526,0.03081414206941291,0.0,1.0,0.21679702135601273
31529,690,6,115.0,0.0004630344188918043,0.0,EVOLUTION PLUS,0.00016796025314462303,0.001621796951021732,0.0,1.0,0.20086128655145427
31530,248,3,82.66666666666667,0.00023151720944590215,0.0,EVOLUTION PLUS,6.021216622165731e-05,0.0006487187804086929,0.0,1.0,0.20034242304007086
31531,83661,297,281.6868686868687,0.022920203735144314,0.0,EVOLUTION PLUS,0.020394128850622875,0.09601037950048653,0.0,1.0,0.2541234284054301
31532,11877,58,204.77586206896552,0.004475999382620775,0.0,EVOLUTION PLUS,0.0028950594576858386,0.018488485241647746,0.0,1.0,0.21011276045812963
31541,101,2,50.5,0.0001543448062972681,0.0,EVOLUTION,2.4377395231440207e-05,0.0003243593902043464,0.0,1.0,0.20016949291367162
31542,10,1,10.0,7.717240314863405e-05,0.0,EVOLUTION,2.1939655708296187e-06,0.0,0.0,1.0,0.20000065818967125
31543,261603,886,295.2629796839729,0.06837474918968976,0.0,EVOLUTION,0.0637717534733522,0.2870580603308465,0.0,1.0,0.36266055620742893
31544,7054,86,82.02325581395348,0.006636826670782528,0.0,EVOLUTION,0.0017193376856734779,0.02757054816736944,0.0,1.0,0.21430107538938678
31545,400,3,133.33333333333334,0.00023151720944590215,0.0,EVOLUTION,9.726580697344642e-05,0.0006487187804086929,0.0,1.0,0.2003535391322964
31546,1,1,1.0,7.717240314863405e-05,0.0,EVOLUTION,0.0,0.0,0.0,1.0,0.2
31547,1888,17,111.05882352941177,0.0013119308535267788,0.0,EVOLUTION,0.00046000144801727674,0.0051897502432695424,0.0,1.0,0.20273287555603997
31548,20015,184,108.77717391304348,0.014199722179348664,0.0,EVOLUTION,0.004878891881620443,0.05935776840739539,0.0,1.0,0.23114255176818385
31549,696456,1654,421.07376058041115,0.12764315480784072,0.0,EVOLUTION,0.1697775879591269,0.5361660720077847,0.0,1.0,0.5190163123916305
31550,43050,98,439.2857142857143,0.007562895508566137,0.0,EVOLUTION,0.010494224873182694,0.031462860849821604,0.0,1.0,0.21887969788686562
31551,619258,1583,391.19267214150346,0.1221639141842877,0.0,EVOLUTION,0.1509587263883597,0.513136555303276,0.0,1.0,0.5018558955681459
31552,100718,548,183.7919708029197,0.04229047692545146,0.0,EVOLUTION,0.024552181155249632,0.1774245864417775,0.0,1.0,0.29607794756746364
31553,15902,139,114.40287769784173,0.010726964037660132,0.0,EVOLUTION,0.003876249615751307,0.0447615958481998,0.0,1.0,0.2235436728088253
31554,4102162,3084,1330.1433203631648,0.2379996913103874,0.0,EVOLUTION,0.9999999999999998,0.9999999999999999,0.0,1.0,0.9999999999999998
31555,6950,23,302.17391304347825,0.001774965272418583,0.0,EVOLUTION,0.00169398519463278,0.007135906584495621,0.0,1.0,0.20407614885063766
31556,126736,529,239.5765595463138,0.04082420126562741,0.0,EVOLUTION,0.030894691846565743,0.17126175802789492,0.0,1.0,0.2948992865679172
31557,1338266,2076,644.6368015414258,0.16020990893656428,0.0,EVOLUTION,0.3262341482940333,0.6730457346740187,0.0,1.0,0.6343931118252193
31558,48957,271,180.6531365313653,0.020913721253279827,0.0,EVOLUTION,0.011934197609503868,0.08757703535517353,0.0,1.0,0.24736877696043794
31559,5100,16,318.75,0.0012347584503781448,0.0,EVOLUTION,0.0012430033828511361,0.004865390853065196,0.0,1.0,0.20280559644138796
